,id,start,end,edible,type
565,Lúčnica šarlátová,9,12,0,3
566,Lúčnica šupinkatá,7,10,0,3
567,Lúčnica žiarivá,7,10,0,3
568,Lúčnica žltkastohlúbiková,7,11,0,3
569,Lúčnica žltozelená,5,12,0,3
570,Lúčnica žĺtkovožltá,8,11,0,3
571,Machovec,7,10,0,3
572,Machovec obyčajný,6,10,1,3
573,Machovec sivý,6,10,0,3
574,Machovka obyčajná,8,11,1,3
575,Machovček oranžový,6,11,0,3
576,Marceleina,6,10,0,3
577,Marceleina georgeova,6,10,0,3
578,Marchandiomyces corallinus,1,12,0,3
579,Masliak biely,6,11,0,3
580,Masliak citrónovožltý,6,10,0,3
581,Masliak duglaskový,6,10,0,3
582,Masliak kopcový,9,11,0,3
583,Masliak kravský,6,11,0,3
584,Masliak lepkavý,5,10,0,3
585,Masliak limbový,6,11,0,3
586,Masliak močiarny,8,9,0,3
587,Masliak obyčajný,5,11,1,3
588,Masliak sibírsky,7,9,0,3
589,Masliak smrekovcový,6,11,1,3
590,Masliak strakatý,6,11,0,3
591,Masliak tridentský,7,10,0,3
592,Masliak zrnitý,6,11,1,3
593,Matovka tmavá,6,11,0,3
594,Mattirolomyces terfezioides,8,10,0,3
595,Mechúrnica žltookrová,8,12,0,3
596,Melastíza podvojná,5,10,0,3
597,Metulodoncia hrboľatá,3,11,0,3
598,Meďovec korenistý,6,11,0,3
599,Mihavka,4,6,0,3
600,Mihavka odfarbená,4,6,0,3
601,Mihavka vodná,4,7,0,3
602,Misovka žilkovaná,3,6,0,3
603,Misôčka drevná,3,5,0,3
604,Mištička nahá,6,11,0,3
605,Mištička popolavá,6,11,0,3
606,Mrežovka kvetovitá,6,11,0,3
607,Mrežovka červená,1,12,0,3
608,Mrštec jagavý,8,9,0,3
609,Muchotrávka,7,10,0,3
610,Muchotrávka biela,6,10,0,3
611,Muchotrávka chrastavá,6,10,0,3
612,Muchotrávka cisárska,7,10,0,3
613,Muchotrávka citrónovožltá,8,10,0,3
614,Muchotrávka citrónovožltá biela,8,11,0,3
615,Muchotrávka hrubá,6,11,0,3
616,Muchotrávka jelšová,8,11,0,3
617,Muchotrávka končistá,6,11,0,3
618,Muchotrávka koreňujúca,7,10,0,3
619,Muchotrávka kráľovská,7,11,0,3
620,Muchotrávka olivovohnedastá,6,10,0,3
621,Muchotrávka oranžová,7,9,0,3
622,Muchotrávka ostnatá,7,10,0,3
623,Muchotrávka plavohnedá,6,10,0,3
624,Muchotrávka porfýrovosivá,6,11,0,3
625,Muchotrávka pošvatá,6,10,0,3
626,Muchotrávka sivopošvatá,9,10,0,3
627,Muchotrávka slamovožltá,5,10,0,3
628,Muchotrávka striebristá,6,10,0,3
629,Muchotrávka tigrovaná,8,10,0,3
630,Muchotrávka umbrovožltá,6,10,0,3
631,Muchotrávka vajcovitá,6,9,0,3
632,Muchotrávka zelená,7,10,0,3
633,Muchotrávka červenkastá,6,11,1,3
634,Muchotrávka červená,8,11,0,3
635,Muchotrávka šiškovitá,8,9,0,3
636,Muchotrávka žltooranžová,8,11,0,3
637,Mäkkoblanka vlhkomilná,8,11,0,3
638,Mäsovica oranžová,7,10,0,3
639,Mäsovček želatínovitý,1,12,0,3
640,Nahohrudka plavovýtrusná,8,11,0,3
641,Nemánia temná,1,12,0,3
642,Neobulgária fialovkastá,11,11,0,3
643,Neotielka,6,9,0,3
644,Neotielka živá,1,12,0,3
645,Nodulosphaeria digitalis,5,8,0,3
646,Náramkovka cisárska,8,10,0,3
647,Oblúkovka,7,11,0,3
648,Obrúbenec beztvarý,1,12,0,3
649,Obrúbenec oranžový,5,12,0,3
650,Ohnivec rakúsky,1,12,0,3
651,Ohnivec rakúsky žltý,2,5,0,3
652,Ohnivec šarlátový,1,12,0,3
653,Ohnivček zimný,2,4,0,3
654,Ohňovec lundellov,1,12,0,3
655,Ohňovec obyčajný,1,12,0,3
656,Okrasník žltý,9,12,0,3
657,Orbilia comma,1,12,0,3
658,Orbilia cylindrospora,1,12,0,3
659,Orbilia ocellata,1,12,0,3
660,Orbilia subsphaerospora,1,12,0,3
661,Orbilia trapeziformis,1,12,0,3
662,Orbilia tremulae,1,12,0,3
663,Orbília,1,12,0,3
664,Ostropórovec kôrový,6,11,0,3
665,Ostropórovec nížinný,5,11,0,3
666,Ostropórovec topoľový,1,12,0,3
667,Ostňovka jabloňová,6,11,0,3
668,Padrobnica zvláštna,1,12,0,3
669,Pahliva,7,10,0,3
670,Pahliva ehrendorferova,6,11,0,3
671,Pahliva machová,5,11,0,3
672,Pahliva mäkká,5,11,0,3
673,Pahliva plochá,6,10,0,3
674,Pahliva premenlivá,6,9,0,3
675,Pahliva zemná,7,9,0,3
676,Pahliva šafranová,5,10,0,3
677,Pajazýček chlpatý,8,11,0,3
678,Pajelenka želatínová,7,11,0,3
679,Pakonárovka,7,11,0,3
680,Pakonárovka parôžkovitá,11,12,0,3
681,Pakonárovka vretenovitá,9,10,0,3
682,Pakonárovka žltooranžová,9,11,0,3
683,Pakorienkovka čierna,4,5,0,3
684,Pakôrovec kožovitý,3,12,0,3
685,Palievik kučeravý,8,10,0,3
686,Paplsťovka plavá,8,10,0,3
687,Paratrichoféa,8,9,0,3
688,Parôžkovec lepkavý,6,10,0,3
689,Parôžkovec malý,5,11,0,3
690,Parôžkovec zvrásnený,5,11,0,3
691,Pavučinovec adalbertov,7,11,0,3
692,Pavučinovec azúrový,7,11,0,3
693,Pavučinovec barbarský,9,11,0,3
694,Pavučinovec batailleov,8,10,0,3
695,Pavučinovec bavorský,7,10,0,3
696,Pavučinovec belavovláknitý,8,11,0,3
697,Pavučinovec belavý,8,10,0,3
698,Pavučinovec bielookrajový,8,11,0,3
699,Pavučinovec bieloprsteňový,7,11,0,3
700,Pavučinovec bielopásavý,8,11,0,3
701,Pavučinovec bledofialový,9,10,0,3
702,Pavučinovec bledohrdzavý,8,11,0,3
703,Pavučinovec bledý,8,11,0,3
704,Pavučinovec bonov,8,11,0,3
705,Pavučinovec borovicový,7,11,0,3
706,Pavučinovec bukový,9,10,0,3
707,Pavučinovec bulliardov,8,10,0,3
708,Pavučinovec béžovohnedý,8,11,0,3
709,Pavučinovec celofialový,9,10,0,3
710,Pavučinovec cibuľovitý,8,11,0,3
711,Pavučinovec citlivý,7,11,0,3
712,Pavučinovec diabolský,7,10,0,3
713,Pavučinovec drevný,7,11,0,3
714,Pavučinovec drevomilný,7,11,0,3
715,Pavučinovec drsnohlúbikový,8,11,0,3
716,Pavučinovec dvojfarebný,8,11,0,3
717,Pavučinovec dvojvonný,7,11,0,3
718,Pavučinovec fialkastý,7,9,0,3
719,Pavučinovec fialovohlúbikový,9,10,0,3
720,Pavučinovec fialovohnedý,6,11,0,3
721,Pavučinovec fialovomäsový,7,10,0,3
722,Pavučinovec fialovookrajový,8,11,0,3
723,Pavučinovec fialový,6,11,0,3
724,Pavučinovec gaštanovohladký,8,11,0,3
725,Pavučinovec gaštanový,1,12,0,3
726,Pavučinovec granátový,7,10,0,3
727,Pavučinovec haasov,8,11,0,3
728,Pavučinovec hladkovýtrusný,8,10,1,3
729,Pavučinovec hnedastosivý,8,11,0,3
730,Pavučinovec hnedastý,7,11,0,3
731,Pavučinovec hnedobiely,8,11,0,3
732,Pavučinovec hnedogranátový,7,11,0,3
733,Pavučinovec hnedočervený,8,10,0,3
734,Pavučinovec hnedoškvrnitý,7,10,0,3
735,Pavučinovec hnedý,7,10,0,3
736,Pavučinovec hoffmannov,8,11,0,3
737,Pavučinovec horký,9,11,0,3
738,Pavučinovec hovädzí,8,10,0,3
739,Pavučinovec hrdzavejúci,8,11,0,3
740,Pavučinovec hrdzavohlinovožltý,7,10,0,3
741,Pavučinovec hrdzavookrový,8,11,0,3
742,Pavučinovec hrdzavoolivový,9,11,0,3
743,Pavučinovec hrdzavoriasnatý,9,11,0,3
744,Pavučinovec hájový,7,10,0,3
745,Pavučinovec ihličnanový,9,11,0,3
746,Pavučinovec inovaťový,7,11,1,3
747,Pavučinovec jarabatý,7,11,0,3
748,Pavučinovec jarný,4,5,0,3
749,Pavučinovec jedovatý,9,11,0,3
750,Pavučinovec kazimírov,8,11,0,3
751,Pavučinovec klinovitý,9,11,0,3
752,Pavučinovec končistý,7,11,0,3
753,Pavučinovec koreňujúci,9,11,0,3
754,Pavučinovec korienkatý,9,11,0,3
755,Pavučinovec korkový,9,11,0,3
756,Pavučinovec kožovožltý,8,11,0,3
757,Pavučinovec kravincový,8,10,0,3
758,Pavučinovec kremencový,9,11,0,3
759,Pavučinovec krvavolupeňový,6,11,0,3
760,Pavučinovec krvavočervený,7,11,0,3
761,Pavučinovec krvavý,8,10,0,3
762,Pavučinovec krátkovýtrusný,8,11,0,3
763,Pavučinovec kužeľovitý,7,11,0,3
764,Pavučinovec kyslomilný,7,11,0,3
765,Pavučinovec lesklý,8,11,0,3
766,Pavučinovec lilavohlubikový,9,11,0,3
767,Pavučinovec lilavomodrý,8,10,0,3
768,Pavučinovec listnáčový,8,11,0,3
769,Pavučinovec lupinatý,8,10,0,3
770,Pavučinovec machový,8,11,0,3
771,Pavučinovec maireov,9,10,0,3
772,Pavučinovec malachitový,9,11,0,3
773,Pavučinovec marhuľovožltý,9,11,0,3
774,Pavučinovec mattiov,7,11,0,3
775,Pavučinovec mazľavý,7,10,0,3
776,Pavučinovec medový,8,10,0,3
777,Pavučinovec mierny,7,11,0,3
778,Pavučinovec mirabelkový,9,11,0,3
779,Pavučinovec modrastý,8,11,0,3
780,Pavučinovec modrastý krátkovýtrusný,8,11,0,3
781,Pavučinovec modrohlúbikový,8,11,0,3
782,Pavučinovec modrý,9,11,0,3
783,Pavučinovec mohutný,8,10,0,3
784,Pavučinovec muškátový,7,11,0,3
785,Pavučinovec mäsitý,7,11,0,3
786,Pavučinovec múčnovonný,8,11,0,3
787,Pavučinovec nahorklý,9,11,0,3
788,Pavučinovec nancyjský,7,11,0,3
789,Pavučinovec napnutý,8,11,0,3
790,Pavučinovec napuchnutý,8,11,0,3
791,Pavučinovec nechutný,9,11,0,3
792,Pavučinovec nehorký,8,10,0,3
793,Pavučinovec nerovnofarebný,8,10,0,3
794,Pavučinovec nevkusný,1,12,0,3
795,Pavučinovec nórsky,8,10,0,3
796,Pavučinovec obrúčkatý,9,11,0,3
797,Pavučinovec obstrihaný,8,11,0,3
798,Pavučinovec ohnivolupeňový,8,10,0,3
799,Pavučinovec ohňový,8,11,0,3
800,Pavučinovec okrovofialový,9,11,0,3
801,Pavučinovec olivovozelený,8,11,0,3
802,Pavučinovec olivovožltý,7,10,0,3
803,Pavučinovec olivový,7,11,0,3
804,Pavučinovec opásaný,8,11,0,3
805,Pavučinovec oranžovookrový,9,11,0,3
806,Pavučinovec otravný,6,11,0,3
807,Pavučinovec ovenčený,7,11,0,3
808,Pavučinovec pearsonov,7,11,0,3
809,Pavučinovec pestrý,7,10,0,3
810,Pavučinovec pieskovohnedý,9,11,0,3
811,Pavučinovec plavooranžový,8,10,0,3
812,Pavučinovec plavočervený,9,11,0,3
813,Pavučinovec plochý,8,11,0,3
814,Pavučinovec ploskohľuzový,8,11,0,3
815,Pavučinovec plyšový,9,11,0,3
816,Pavučinovec podobný,7,10,0,3
817,Pavučinovec pomarančovohnedý,8,11,0,3
818,Pavučinovec poľný,8,10,0,3
819,Pavučinovec pošvatý,8,10,0,3
820,Pavučinovec premenlivý,7,11,0,3
821,Pavučinovec prevlhnutý,7,10,0,3
822,Pavučinovec prstencový,8,11,0,3
823,Pavučinovec pružný,9,11,0,3
824,Pavučinovec príjemný,8,10,0,3
825,Pavučinovec psí,8,10,0,3
826,Pavučinovec purpurovogaštanový,7,10,0,3
827,Pavučinovec purpurovoškvrnitý,7,11,0,3
828,Pavučinovec páchnuci,9,11,0,3
829,Pavučinovec rašelinníkový,7,10,0,3
830,Pavučinovec reďkvový,9,11,0,3
831,Pavučinovec riederov,7,10,0,3
832,Pavučinovec rozstrapkaný,7,10,0,3
833,Pavučinovec rozšírený,9,11,0,3
834,Pavučinovec rumelkový,8,11,0,3
835,Pavučinovec ružovohlúbikový,8,10,0,3
836,Pavučinovec ružovoprsteňový,8,10,0,3
837,Pavučinovec ryšavý,8,10,0,3
838,Pavučinovec severský,8,11,0,3
839,Pavučinovec sivkastý,9,11,0,3
840,Pavučinovec sivohnedastý,8,10,0,3
841,Pavučinovec sivomodrozávojový,8,11,0,3
842,Pavučinovec sivomodrý,7,10,0,3
843,Pavučinovec sivopavučinový,7,11,0,3
844,Pavučinovec sivoslamový,7,11,0,3
845,Pavučinovec skrytý,8,11,0,3
846,Pavučinovec sladkovonný,8,10,0,3
847,Pavučinovec slamovožltý,6,11,0,3
848,Pavučinovec slizký,6,11,0,3
849,Pavučinovec smradľavý,8,10,0,3
850,Pavučinovec smrekový,8,11,0,3
851,Pavučinovec sommerfeltov,8,10,0,3
852,Pavučinovec strebavý,7,11,0,3
853,Pavučinovec striebristý,7,11,0,3
854,Pavučinovec striedmy,8,10,0,3
855,Pavučinovec svetlohrdzavý,8,10,0,3
856,Pavučinovec svetlokarmínový,8,10,0,3
857,Pavučinovec sírovožltý,8,11,0,3
858,Pavučinovec tehlovofialový,8,11,0,3
859,Pavučinovec temnejúci,7,11,0,3
860,Pavučinovec temnomodrý,7,9,0,3
861,Pavučinovec temný,8,11,0,3
862,Pavučinovec teplomilný,8,10,0,3
863,Pavučinovec tigrovanohlúbikový,8,11,0,3
864,Pavučinovec tmavobelasý,7,11,0,3
865,Pavučinovec tmavohnednúci,8,11,0,3
866,Pavučinovec tmavohnedý,7,11,0,3
867,Pavučinovec tmavomodrý,9,11,0,3
868,Pavučinovec tmavoolivový,8,11,0,3
869,Pavučinovec tmavočervený,7,10,0,3
870,Pavučinovec topoľový,8,11,0,3
871,Pavučinovec trojtvárny,7,10,0,3
872,Pavučinovec tupovýtrusný,9,11,0,3
873,Pavučinovec tučný,7,10,0,3
874,Pavučinovec tvrdohlúbikový,8,11,0,3
875,Pavučinovec uhladený,8,10,0,3
876,Pavučinovec učesaný,8,11,0,3
877,Pavučinovec vajcovitovýtrusný,7,11,0,3
878,Pavučinovec vatovitý,9,11,0,3
879,Pavučinovec veľký,8,11,0,3
880,Pavučinovec vláknitošupinkatý,7,11,0,3
881,Pavučinovec voňajúci,7,10,0,3
882,Pavučinovec vrchoviskový,6,11,0,3
883,Pavučinovec vrtidlovitý,9,11,0,3
884,Pavučinovec vyblednutý,7,10,0,3
885,Pavučinovec vyžarujúci,8,11,0,3
886,Pavučinovec vínovohnedý,7,9,0,3
887,Pavučinovec vínovolupeňový,7,10,0,3
888,Pavučinovec výrazný,8,10,0,3
889,Pavučinovec včasný,3,5,0,3
890,Pavučinovec zavalitý,7,10,0,3
891,Pavučinovec zdanlivý,8,11,0,3
892,Pavučinovec zlatistý,9,11,0,3
893,Pavučinovec zlatožltý,8,11,0,3
894,Pavučinovec znamenitý,8,10,0,3
895,Pavučinovec zrastavý,7,11,0,3
896,Pavučinovec zreteľnovýtrusný,8,11,0,3
897,Pavučinovec zrnitý,9,11,0,3
898,Pavučinovec zvoncovitý,5,11,0,3
899,Pavučinovec zväzkovitý,8,10,0,3
900,Pavučinovec závojnatý,8,11,0,3
901,Pavučinovec úhľadný,9,11,0,3
902,Pavučinovec černastohnedý,9,10,0,3
903,Pavučinovec červenohnedý,8,11,0,3
904,Pavučinovec červenopásový,6,11,0,3
905,Pavučinovec červenošupinatý,8,10,0,3
906,Pavučinovec čiernohrboľový,9,11,0,3
907,Pavučinovec čistý,7,10,0,3
908,Pavučinovec šafranovohlúbikový,9,11,0,3
909,Pavučinovec šafranovohnedý,7,10,0,3
910,Pavučinovec širokovýtrusný,7,11,0,3
911,Pavučinovec široký,8,11,0,3
912,Pavučinovec škoricovožltkastý,8,10,0,3
913,Pavučinovec škoricový,7,10,0,3
914,Pavučinovec škvrnitolupeňový,8,10,0,3
915,Pavučinovec škvrnitý,8,11,0,3
916,Pavučinovec špicatý,8,11,0,3
917,Pavučinovec špinavohlúbikový,7,10,0,3
918,Pavučinovec šupinkatý,7,11,0,3
919,Pavučinovec žemľový,7,11,0,3
920,Pavučinovec žiariaci,8,11,0,3
921,Pavučinovec žilkovaný,9,11,0,3
922,Pavučinovec živofialový,7,10,0,3
923,Pavučinovec žltkastohnedý,8,11,0,3
924,Pavučinovec žltodužinový,8,11,0,3
925,Pavučinovec žltohnedý,8,11,0,3
926,Pavučinovec žltozávojový,8,10,0,3
927,Pavučinovec žltý,7,11,0,3
928,Pažilnačka ihličnanová,1,12,0,3
929,Peniazka ametystová,8,10,0,3
930,Peniazka šišková,9,11,0,3
931,Peniazovka,6,10,0,3
932,Peniazovka dubová,5,12,0,3
933,Peniazovka hnedá,4,10,0,3
934,Peniazovka huňatá,5,10,0,3
935,Peniazovka maslová,7,11,0,3
936,Peniazovka nakopená,6,10,0,3
937,Peniazovka trsovitá,7,10,0,3
938,Peniazovka vetvistá,8,10,0,3
939,Peniazovka vretenovitohlúbiková,6,11,0,3
940,Peniazovka zúbkatá skrútená,6,10,0,3
941,Peniazovka červenohlúbiková,9,11,0,3
942,Peniazovka štipľavá,9,11,0,3
943,Peniazovček plochý,1,12,0,3
944,Peniazočka húževnatá,4,6,0,3
945,Peniazočka smreková,2,5,0,3
946,Peniofóra tenká,1,12,0,3
947,Perócia,3,11,0,3
948,Pestrec,9,11,0,3
949,Pestrec bradavičnatý,9,10,0,3
950,Pestrec obyčajný,7,11,0,3
951,Pevnica borievková,1,12,0,3
952,Pevník chlpatý,1,12,0,3
953,Pevník zvrásený,1,12,0,3
954,Pevník červenejúci,1,12,0,3
955,Pevníkovec purpurový,1,12,0,3
956,Pečeňovec dubový,6,9,0,3
957,Pečiarka,5,10,0,3
958,Pečiarka benešova,9,10,1,3
959,Pečiarka dlhohlúbiková,6,10,0,3
960,Pečiarka dvojvýtrusná,5,11,1,3
961,Pečiarka hnedopurpurová,7,10,0,3
962,Pečiarka hájová,6,11,1,3
963,Pečiarka jarabičia,5,9,0,3
964,Pečiarka lesná,7,11,1,3
965,Pečiarka letná,5,7,1,3
966,Pečiarka letná jarná,4,5,0,3
967,Pečiarka malá,7,10,0,3
968,Pečiarka maškova,7,10,0,3
969,Pečiarka nádherná,7,10,0,3
970,Pečiarka nádherná lesná,7,10,0,3
971,Pečiarka obrovská,7,10,1,3
972,Pečiarka obyčajná,5,11,1,3
973,Pečiarka ovčia,5,10,1,3
974,Pečiarka pavučinatá,5,10,0,3
975,Pečiarka perličková,8,11,0,3
976,Pečiarka poľná,5,11,1,3
977,Pečiarka páchnuca,6,11,0,3
978,Pečiarka romagnesiho,7,10,0,3
979,Pečiarka sladkastá,7,10,0,3
980,Pečiarka smradľavá,6,11,0,3
981,Pečiarka snehobiela,7,10,0,3
982,Pečiarka trsovitá,7,11,0,3
983,Pečiarka štíhla,7,10,0,3
984,Pečiarka šupinkatá,8,10,0,3
985,Piestovka červenohlúbiková,9,12,0,3
986,Piloderma žltooranžová,3,11,0,3
987,Pilátovka iberská,5,10,0,3
988,Pindara zemná,8,10,0,3
989,Plagiostoma populinum,1,12,0,3
990,Plamienka zimná,1,12,0,3
991,Plačlivka zamatová,7,10,0,3
992,Plesňovka klinčekovitá,5,9,0,3
993,Plesňovka zemná,1,12,0,3
994,Plesňovka zemná rozliata,6,11,0,3
995,Pleuroflammula pannonica,1,12,0,3
996,Pleťovec obyčajný,6,8,0,3
997,Plávka,6,11,0,3
998,Plávka alpská,7,9,0,3
999,Plávka ametystová,9,11,0,3
1000,Plávka belavá,6,11,0,3
1001,Plávka bieloružová,7,10,0,3
1002,Plávka blednúca,5,10,0,3
1003,Plávka bledovýtrusná,7,10,0,3
1004,Plávka blenová,8,10,0,3
1005,Plávka bodkovaná,7,10,1,3
1006,Plávka brezová,6,10,0,3
1007,Plávka broskyňová,7,10,0,3
1008,Plávka brvitá,6,10,0,3
1009,Plávka buková,7,9,1,3
1010,Plávka chrómovožltá,6,10,0,3
1011,Plávka dievčenská,6,11,0,3
1012,Plávka drobivá,6,9,0,3
1013,Plávka dryádková,7,9,0,3
1014,Plávka dubová,7,8,1,3
1015,Plávka dutohlúbiková,7,11,0,3
1016,Plávka faustova,7,8,0,3
1017,Plávka favreova,7,9,0,3
1018,Plávka fialovkastokrémová,6,10,0,3
1019,Plávka fialovohlúbiková,8,10,0,3
1020,Plávka fialovozelená,6,10,0,3
1021,Plávka fialovočervená,7,10,0,3
1022,Plávka fialová,7,11,0,3
1023,Plávka fontquerova,7,10,0,3
1024,Plávka haringová,7,10,0,3
1025,Plávka hlinovožltá,6,11,0,3
1026,Plávka hnedoolivová,8,10,0,3
1027,Plávka hnedočervená,6,10,1,3
1028,Plávka hnedočierna,8,10,0,3
1029,Plávka hodvábna,7,9,0,3
1030,Plávka horká,7,10,0,3
1031,Plávka horská,7,10,0,3
1032,Plávka hrabová,6,9,0,3
1033,Plávka hrebenatá,6,10,0,3
1034,Plávka hruškovonná,7,10,0,3
1035,Plávka hustolupeňová,7,10,0,3
1036,Plávka hájová,7,8,0,3
1037,Plávka jahodovočervená,6,9,1,3
1038,Plávka jedľová,7,10,1,3
1039,Plávka jelšová,8,9,0,3
1040,Plávka jódová,6,11,0,3
1041,Plávka kalnoolivová,7,9,0,3
1042,Plávka kalnozelená,6,9,0,3
1043,Plávka krehká,6,11,0,3
1044,Plávka krvavá,7,10,0,3
1045,Plávka krátkohlúbiková,7,9,0,3
1046,Plávka krémovožltá,7,9,0,3
1047,Plávka kyjovitohlúbiková,7,10,0,3
1048,Plávka kyslomilná,7,11,0,3
1049,Plávka langeova,6,10,0,3
1050,Plávka lasičia,6,9,1,3
1051,Plávka lepkavá,8,9,0,3
1052,Plávka lesklá,7,9,0,3
1053,Plávka lievikovitá,7,11,0,3
1054,Plávka lososovožltovýtrusná,7,10,0,3
1055,Plávka lúpavá,7,9,0,3
1056,Plávka lúčovitá,6,10,0,3
1057,Plávka maireova,7,10,0,3
1058,Plávka malá,7,9,0,3
1059,Plávka mandľová,6,10,1,3
1060,Plávka matná,7,9,0,3
1061,Plávka medová,6,9,0,3
1062,Plávka melzerova,8,10,0,3
1063,Plávka menlivá,7,11,0,3
1064,Plávka meďovočervená,7,10,0,3
1065,Plávka modrastolupeňová,9,10,0,3
1066,Plávka modrastá,6,11,1,3
1067,Plávka modrozelená,7,10,0,3
1068,Plávka mokraďová,7,9,0,3
1069,Plávka močiarna,9,10,0,3
1070,Plávka muškátová,7,9,0,3
1071,Plávka mútnočervená,7,11,0,3
1072,Plávka nórska,7,9,0,3
1073,Plávka obyčajná,6,11,1,3
1074,Plávka octová,6,10,0,3
1075,Plávka odfarbená,6,10,0,3
1076,Plávka olivovofialová,7,10,0,3
1077,Plávka olivovohnedá,8,11,0,3
1078,Plávka olivovomodrastá,7,10,0,3
1079,Plávka olivová,6,9,1,3
1080,Plávka osiková,7,10,0,3
1081,Plávka pestrá,6,9,0,3
1082,Plávka pevná,7,10,0,3
1083,Plávka plavohnedá,9,10,0,3
1084,Plávka plavá,7,9,0,3
1085,Plávka pomarančová,7,9,0,3
1086,Plávka pomúčená,8,10,0,3
1087,Plávka počerná,7,10,0,3
1088,Plávka pružná,7,9,0,3
1089,Plávka príkra,7,10,0,3
1090,Plávka purpurovočervená,6,9,0,3
1091,Plávka pálčivá,7,9,0,3
1092,Plávka pásikavá,7,9,0,3
1093,Plávka pôvabná,6,10,0,3
1094,Plávka quéletova,7,10,0,3
1095,Plávka raoultova,7,10,0,3
1096,Plávka rašelinisková,8,9,0,3
1097,Plávka robertova,8,10,0,3
1098,Plávka romellova,7,10,1,3
1099,Plávka rubínová,7,9,0,3
1100,Plávka rumencová,7,9,0,3
1101,Plávka ružovohlúbiková,7,10,0,3
1102,Plávka ružová,6,9,0,3
1103,Plávka rôznofarebná,6,10,0,3
1104,Plávka sivejúca,7,9,0,3
1105,Plávka sivohnedá,7,9,0,3
1106,Plávka sivoolivová,7,9,0,3
1107,Plávka sivozelená,7,9,0,3
1108,Plávka sladkastá,7,10,0,3
1109,Plávka sladkovonná,7,10,0,3
1110,Plávka slonovinová,7,10,0,3
1111,Plávka smradľavá,6,11,0,3
1112,Plávka smrekovcová,8,9,0,3
1113,Plávka smutná,7,9,0,3
1114,Plávka sosnová,9,11,0,3
1115,Plávka statná,7,9,0,3
1116,Plávka strakatá,5,9,1,3
1117,Plávka sýtočervená,8,11,0,3
1118,Plávka tmavopurpurová,7,11,0,3
1119,Plávka tmavočervená,7,11,0,3
1120,Plávka topoľová,7,9,0,3
1121,Plávka trávomilná,6,10,0,3
1122,Plávka trávovozelená,6,10,0,3
1123,Plávka velenovského,7,10,1,3
1124,Plávka veľká,9,10,0,3
1125,Plávka vonná,7,9,0,3
1126,Plávka voňavá,6,10,0,3
1127,Plávka vráskavá,7,10,0,3
1128,Plávka vysokohorská,7,9,0,3
1129,Plávka vínovohnedá,7,10,1,3
1130,Plávka vínovopurpurová,7,10,0,3
1131,Plávka vínovoružová,6,10,1,3
1132,Plávka vínovočervená,7,10,0,3
1133,Plávka včasná,6,9,0,3
1134,Plávka wernerova,6,10,0,3
1135,Plávka zakrpatená,8,11,0,3
1136,Plávka zamatová,7,10,0,3
1137,Plávka zavalitá,9,11,0,3
1138,Plávka zelenkastožltá,8,11,0,3
1139,Plávka zelenkastá,6,10,1,3
1140,Plávka zlatožltá,7,9,1,3
1141,Plávka zlomocná,7,11,0,3
1142,Plávka zrnitobunková,6,8,0,3
1143,Plávka zvárova,8,10,0,3
1144,Plávka úhľadná,7,10,0,3
1145,Plávka úzkobrvá,5,9,0,3
1146,Plávka černejúca,6,10,0,3
1147,Plávka červenobiela,6,9,1,3
1148,Plávka červenohlúbiková,7,10,0,3
1149,Plávka červená,7,9,0,3
1150,Plávka čiernobiela,8,9,0,3
1151,Plávka čiernohnedá,7,9,0,3
1152,Plávka čipkovaná,7,9,0,3
1153,Plávka ľahká,8,10,0,3
1154,Plávka škodlivá,7,10,0,3
1155,Plávka škvrnitá,7,9,0,3
1156,Plávka štíhla,6,9,0,3
1157,Plávka šťúpla,7,9,0,3
1158,Plávka žltnúca,6,9,0,3
1159,Plávka žltovýtrusná,7,9,0,3
1160,Plávka žlčová,6,11,0,3
1161,Plávkovec biely,7,9,0,3
1162,Podhríb,6,9,0,3
1163,Podhríb žlčový,6,10,0,3
1164,Podpňovka bezprsteňová,7,10,0,3
1165,Podpňovka bledá,7,10,0,3
1166,Podpňovka drobná,7,11,0,3
1167,Podpňovka obyčajná,8,10,0,3
1168,Podpňovka žltá,7,11,0,3
1169,Pohárovka ohnivá,4,8,0,3
1170,Pohárovček obyčajný,9,11,0,3
1171,Ponorenec hrdzavý,1,12,0,3
1172,Popolníček stlačený,6,11,0,3
1173,Povlakovec krivovýtrusný,8,11,0,3
1174,Povlačník oranžový,1,12,0,3
1175,Povojník ružovohnedastý,6,12,0,3
1176,Povraznica širokolupeňová,6,10,0,3
1177,Poľnička močiarna,6,9,0,3
1178,Poľnička topoľová,5,9,0,3
1179,Poľnička tvrdá,5,10,0,3
1180,Poľnička vráskavá,7,11,0,3
1181,Poľnička včasná,4,7,0,3
1182,Pošvovec,6,10,0,3
1183,Pošvovec obyčajný,6,11,0,3
1184,Pošvovec smrekový,5,6,0,3
