,id,start,end,edible,type
30,Vodný melón,9,9,1,0
31,Zelená fazuľa,6,9,1,1
32,Zeler,7,10,1,1
33,Zemiak,6,10,1,1
34,Čakanka,9,10,1,1
35,Čerešňa,6,7,1,0
36,Čierna ríbezľa,8,8,1,0
37,Čili,7,10,1,1
38,Čínska kapusta,8,10,1,1
39,Ľadový šalát,5,10,1,1
40,Šalát,5,10,1,1
41,Špargľa,5,6,1,1
42,Špenát,5,11,1,1
43,Žerucha,1,10,1,1
0,Alchemilka žltozelená,5,9,1,2
1,Archangelika lekárska,5,10,1,2
2,Baza čierna,4,10,1,2
3,Bazalka pravá,6,9,1,2
4,Benedikt lekársky,5,10,1,2
5,Betonika lekárska,6,8,1,2
6,Borák lekársky,5,9,1,2
7,Borievka obyčajná,9,10,1,2
8,Breza previsnutá,3,6,1,2
9,Čakanka obyčajná,7,10,1,2
10,Čučoriedka obyčajná,7,9,1,2
11,Chmeľ obyčajný,8,9,1,2
12,Divozel veľkokvetý,7,8,1,2
13,Dúška tymiánová - tymián,5,8,1,2
14,Fenikel obyčajný,9,10,1,2
15,Hloh obyčajný,5,10,1,2
16,Horčiak pieprový,6,9,1,2
17,Horec žltý,10,11,1,2
18,Hrdobarka obyčajná,7,8,1,2
19,Ibiš lekársky,6,10,1,2
20,Ihlica roľná,3,10,1,2
21,Imelo biele,1,12,1,2
22,Jahoda obyčajná,5,7,1,2
23,Jastrabina lekárska,7,8,1,2
24,Kapsička pastierska,4,9,1,2
25,Kapucínka,5,10,1,2
26,Komonica lekárska,7,8,1,2
27,Kôpor voňavý,8,9,1,2
28,Koriander siaty,7,8,1,2
29,Kosatec nemecký,3,10,1,2
30,Kostihoj lekársky,5,10,1,2
31,Krušina jelšová,3,4,1,2
32,Ľan siaty,8,9,1,2
33,Ľubovník bodkovaný,6,8,1,2
34,Levanduľa,6,8,1,2
35,"Lipa veľkolistá, lipa malolistá",6,7,1,2
36,Lopúch väčší,3,11,1,2
37,Marena farbiarska,9,10,1,2
38,Mäta pieporná,6,9,1,2
39,Materina dúška,5,8,1,2
40,Medovka lekárska,6,9,1,2
41,Medvedí cesnak,3,4,1,2
42,Nátržník vzpriamený,3,10,1,2
43,Nechtík lekársky,6,10,1,2
44,Nevädza poľná,6,7,1,2
45,Očianka rostkovova,7,9,1,2
46,Oman pravý,5,8,1,2
47,Orech kráľovský,5,6,1,2
48,Oregano - pamajorán obyčajný,5,8,1,2
49,Ostružina malinová,6,8,1,2
50,Pagaštan konský,3,9,1,2
51,Palina pravá,5,9,1,2
52,Pivonka obyčajná,3,6,1,2
53,Plektrant - nádchovník,1,12,1,2
54,Pľúcnik lekársky,3,5,1,2
55,Podbeľ liečivý,4,8,1,2
56,Praslička roľná,5,8,1,2
57,Prietržník holý,6,8,1,2
58,Prvosienka jarná,2,5,1,2
59,Púpava lekárska,3,10,1,2
60,Pýr plazivý,4,9,1,2
61,Rebríček obyčajný (myší chvost),5,9,1,2
62,Repík lekársky,5,9,1,2
63,Ríbezľa čierna,6,8,1,2
64,Rozchodník prudký,7,7,1,2
65,Rozmarín lekársky,6,8,1,2
66,Rumanček kamilkový (kamilka),5,9,1,2
67,Ruža šípová,9,10,1,2
68,Šalvia lekárska,5,10,1,2
69,Saturejka horská,5,9,1,2
70,Skorocel kopijovitý,5,9,1,2
71,Slez maurský,6,8,1,2
72,Srdcovník obyčajný,6,7,1,2
73,Stavikrv vtáčí,7,10,1,2
74,Valeriána lekárska,8,10,1,2
75,Veronika lekárska,3,8,1,2
76,Vlkovec obyčajný,5,9,1,2
77,Vratič obyčajný (králik),8,9,1,2
78,Yzop lekársky,7,9,1,2
79,Železník lekársky,7,9,1,2
80,Žihľava dvojdomá,3,11,1,2
81,Zemežlč menšia,6,8,1,2
82,Zlatobyľ obyčajná,6,10,1,2
0,Amphosoma atroolivaceum,1,12,0,3
1,Antrodiela buková,7,11,0,3
2,Antrodiela lopatkovitá,7,11,0,3
3,Antrodiela podobná,1,12,0,3
4,Antrodiela žltooranžová,7,11,0,3
5,Antródia lužná,6,10,0,3
6,Askobol,1,12,0,3
7,Askobol belavý,6,10,0,3
8,Askobol drevný,7,9,0,3
9,Askobol drevový,6,8,0,3
10,Askobol jelení,6,8,0,3
11,Askobol nahý,4,12,0,3
12,Askobol otrubnatý,6,10,0,3
13,Askobol ponorený,8,10,0,3
14,Askobol ružovočervenkastý,3,8,0,3
15,Askobol spáleniskový,6,10,0,3
16,Askobol zelený,6,10,0,3
17,Askobol zrnitovýtrusný,6,10,0,3
18,Asterostróma hladkovýtrusná,6,10,0,3
19,Asterostróma okrová,2,11,0,3
20,Atélia listová,1,12,0,3
21,Atélia nepukavá,1,12,0,3
22,Atélia obyčajný,1,12,0,3
23,Atélia vráskavejúca,1,12,0,3
24,Badhamia bublinatá,7,12,0,3
25,Barsia,5,7,0,3
26,Bedlica badhamova,8,11,0,3
27,Bedlica georgínina,5,10,0,3
28,Bedlica hodvábitá,8,10,0,3
29,Bedlica hodvábna,8,10,0,3
30,Bedlica pieskomilná,7,10,0,3
31,Bedlica pilátova,8,10,0,3
32,Bedlica pomúčená,8,11,0,3
33,Bedlica pukavá,8,11,0,3
34,Bedlica ružovolupeňová,8,11,0,3
35,Bedlica tmavoobrúbená,8,10,0,3
36,Bedlica špinavobiela,8,10,0,3
37,Bedlička fialovkastá,8,10,0,3
38,Bedlička forquignova,8,10,0,3
39,Bedlička hnedastošupinkatá,7,10,0,3
40,Bedlička hnedoružová,8,11,0,3
41,Bedlička hnedá,9,11,0,3
42,Bedlička hrdzavá,7,10,0,3
43,Bedlička jakobova,7,10,0,3
44,Bedlička ježatá,8,11,0,3
45,Bedlička ligotavá,7,10,0,3
46,Bedlička ostrošupinatá,8,11,0,3
47,Bedlička pavučinovcovitá,8,10,0,3
48,Bedlička pichliačová,7,10,0,3
49,Bedlička pošvatá,7,10,0,3
50,Bedlička páchnúca,6,10,0,3
51,Bedlička sivožltá,9,10,0,3
52,Bedlička tanečnicovitá,9,11,0,3
53,Bedlička vlnatá,9,11,0,3
54,Bedlička vápnomilná,7,10,0,3
55,Bedlička vínovohnedá,7,10,0,3
56,Bedlička červenejúca,8,10,0,3
57,Bedľa hustošupinatá,7,10,0,3
58,Bedľa pýrivá,7,10,0,3
59,Bedľa vyniknutá,7,9,1,3
60,Bedľa vysoká,7,10,1,3
61,Bedľa vysoká čiernohnedá,8,10,1,3
62,Bedľa červenejúca,7,10,0,3
63,Bedľa červenejúca záhradná,7,11,0,3
64,Bedľa čipkovaná,7,10,0,3
65,Bedľa štíhla,7,10,0,3
66,Bedľovec bresadolov,6,9,0,3
67,Bedľovec citrónovožltý,7,10,0,3
68,Bedľovník orosený,6,10,0,3
69,Belák horský,4,11,0,3
70,Belánik bradavičnatospórový,9,11,0,3
71,Belánik erikssonov,6,11,0,3
72,Belánik hodvábny,3,12,0,3
73,Belánik poľský,3,11,0,3
74,Belánik rozložitý,1,12,0,3
75,Belánik zrastavý,6,10,0,3
76,Bercia buková,1,12,0,3
77,Bielohľuzovka obyčajná,7,9,0,3
78,Bielopavučinovec hľuznatý,8,11,0,3
79,Blanovec dlhovýtrusný,3,11,0,3
80,Bledokožka premenlivá,1,12,0,3
81,Bledúšik holý,7,10,0,3
82,Bodínia otrubnatá,3,11,0,3
83,Bolínka drobnovýtrusná,6,11,0,3
84,Bolínka ihličnanová,1,12,0,3
85,Boubovia hladkovýtrusná,6,9,0,3
86,Brevicelícium bradavičkaté,6,11,0,3
87,Brezovník obyčajný,1,12,0,3
88,Bryopistillaria sagittiformis,10,11,0,3
89,Budiera,6,9,0,3
90,Budiera ostnatovýtrusná,6,9,0,3
91,Budiera ostnatovýtrusná bledá,6,10,0,3
92,Budiera sieťovitá,7,10,0,3
93,Budiera sieťovitá biela,9,10,0,3
94,Bulgária čierna,1,12,0,3
95,Chlpanka,8,11,0,3
96,Chlpanka guldenovej,4,6,0,3
97,Chlpanka malovýtrusná,3,7,0,3
98,Chlpanka petrakova,5,9,0,3
99,Chlpanka trusová,6,12,0,3
100,Chrastavica gáfrová,1,12,0,3
101,Chrastavica pružná,5,10,0,3
102,Chrastavka hnedoolivová,6,11,0,3
103,Chrastavka pivničná,1,12,0,3
104,Chrastavka polovoľná,6,11,0,3
105,Chrastuľka obyčajná,3,11,0,3
106,Chriapač,7,9,0,3
107,Chriapač brvitý,5,10,0,3
108,Chriapač hnedobiely,8,11,0,3
109,Chriapač jamkatý,6,10,0,3
110,Chriapač kalíškovitý,4,6,0,3
111,Chriapač kučeravý,8,10,0,3
112,Chriapač pieskomilný,4,5,0,3
113,Chriapač pružný,7,11,0,3
114,Chriapač sosnový,4,6,0,3
115,Chriapač tmavý,4,10,0,3
116,Chriapač voľnookrajový,7,9,0,3
117,Chrysodisca peziculoides,3,11,0,3
118,Cryptodiscus pallidus,1,12,0,3
119,Cupulina ascophanoides,6,10,0,3
120,Daldínia koncentrická,1,12,0,3
121,Dezmazierelka borovicová,2,4,0,3
122,Diatrypka,1,12,0,3
123,Diatrypka diskovitá,1,12,0,3
124,Discinka hnedá,4,5,0,3
125,Discinka horská,4,5,0,3
126,Discinka zemná,3,5,0,3
127,Diskovka,1,12,0,3
128,Diskovník múrový,1,12,0,3
129,Drevnatec,1,12,0,3
130,Drevnatec bukový,3,11,0,3
131,Drevnatec kyjakovitý,1,12,0,3
132,Drevnatec parohatý,1,12,0,3
133,Drevnatec štíhly,1,12,0,3
134,Drevnička žltá,6,9,0,3
135,Drevokaz slzivý,5,11,0,3
136,Drevomorka rôsolovitá,9,12,0,3
137,Drevovník sivomodrastý,4,7,0,3
138,Drevovček bukový,1,12,0,3
139,Drevovček hnedý,1,12,0,3
140,Drevovček mnohotvarý,1,12,0,3
141,Drevovček moravský,1,12,0,3
142,Drobnojazýček,8,11,0,3
143,Drobnosférka,3,10,0,3
144,Drobnočiaška,4,7,0,3
145,Drobuľka,1,12,0,3
146,Drobuľka bielovločkatá,7,10,0,3
147,Drobuľka blanitá,5,10,0,3
148,Drobuľka candolleova,5,11,0,3
149,Drobuľka okrovohnedá,4,10,0,3
150,Drobuľka pieskomilná,4,10,0,3
151,Drobuľka temnejúca,6,10,0,3
152,Drobuľka trsovitá,9,11,0,3
153,Drobuľka veľká,7,11,0,3
154,Drobuľka vodomilná,9,11,0,3
155,Drobuľka vykasaná,8,10,0,3
156,Drobuľka útla,8,11,0,3
157,Drobuľka čokoládovohnedá,9,11,0,3
158,Drsnočiaška olivová,8,11,0,3
159,Dutinovka,1,12,0,3
160,Dutinovka otrubnatá,1,12,0,3
161,Džbánočka borievková,1,12,0,3
162,Endogona mliečna,5,10,0,3
163,Endogona ovenčená,5,12,0,3
164,Epitélka ostníkatá,3,10,0,3
165,Eutypa maura,1,12,0,3
166,Eutypa spinosa,1,12,0,3
167,Eutypelka,1,12,0,3
168,Eutypelka trnková,1,12,0,3
169,Flamulaster žltooranžový,8,10,0,3
170,Flebiela hnednúca,3,12,0,3
171,Flebiela modrosivá,3,12,0,3
172,Flebiela rozložitá,3,11,0,3
173,Fúkavec sivý,6,11,0,3
174,Genea chlpatá,7,10,0,3
175,Golierovka bledosivá,6,11,0,3
176,Golierovka ovenčená,9,11,0,3
177,Golierovka plavooranžová,8,11,0,3
178,Golierovka pologuľovitá,5,11,0,3
179,Golierovka zelenkastá,9,11,0,3
180,Golierovka zelenomodrá,8,11,0,3
181,Golierovka šupinkatá,8,11,0,3
182,Gradónia vodomilná,2,11,0,3
183,Grmanník brezový,1,12,0,3
184,Hadovka hadriánova,7,10,0,3
185,Hadovka smradľavá,6,11,0,3
186,Haplotrichum lužné,3,11,0,3
187,Helicogonium orbiliarum,1,12,0,3
188,Henningsovka belostná,3,12,0,3
189,Hlinovec červenkastý,6,11,0,3
190,Hlinovec šafranový,6,10,0,3
191,Hliva buková,4,11,1,3
192,Hliva dubová,9,11,1,3
193,Hliva kotúčová,5,11,0,3
194,Hliva lievikovitá,3,11,0,3
195,Hliva smreková,8,12,0,3
196,Hliva ustricovitá,1,12,1,3
197,Hliva ustricovitá modrastá,1,12,0,3
198,Hliva závojová,4,10,0,3
199,Hlivka,3,7,0,3
200,Hlivka červená,1,12,0,3
201,Hlivkovec zlatistý,8,11,0,3
202,Hnedák schweinitzov,6,11,0,3
203,Hnojník,6,9,0,3
204,Hnojník atramentový,5,11,0,3
205,Hnojník atramentový šupinatý,5,11,0,3
206,Hnojník chlpatý,5,10,0,3
207,Hnojník dutinový,5,9,0,3
208,Hnojník kmeňový,4,11,0,3
209,Hnojník ligotavý,5,11,0,3
210,Hnojník obyčajný,4,11,0,3
211,Hnojník oranžovohrdzavý,5,10,0,3
212,Hnojník ovinutý,4,9,0,3
213,Hnojník ozdobný,5,11,0,3
214,Hnojník pocukrený,4,10,0,3
215,Hnojník rozsiaty,5,11,0,3
216,Hnojník snehobiely,6,11,0,3
217,Hnojník strakatý,7,10,0,3
218,Hnojník zbrázdený,5,9,0,3
219,Hnojník zdrsnený,6,10,0,3
220,Hnojník zriasený,8,11,0,3
221,Hnojovec,4,11,0,3
222,Hnojovec sieťkovaný,7,9,0,3
223,Hnojovec žltý,5,11,0,3
224,Hodvábnica,4,11,0,3
225,Hodvábnica drevná,7,10,0,3
226,Hodvábnica fialovomodrá,7,10,0,3
227,Hodvábnica hodvábna,7,10,0,3
228,Hodvábnica jarná,4,6,0,3
229,Hodvábnica krémová,3,6,0,3
230,Hodvábnica lesklá,9,11,0,3
231,Hodvábnica moserova,8,10,0,3
232,Hodvábnica neveľká,8,10,0,3
233,Hodvábnica okatá,7,11,0,3
234,Hodvábnica okrovožltá,7,10,0,3
235,Hodvábnica porfýrová,6,11,0,3
236,Hodvábnica pílkatá,8,11,0,3
237,Hodvábnica sivoolivová,8,10,0,3
238,Hodvábnica stenčená,8,10,0,3
239,Hodvábnica tajomná,7,10,0,3
240,Hodvábnica tjallingiovej,6,10,0,3
241,Hodvábnica veľká,5,9,0,3
242,Hodvábnica voňavá,8,10,0,3
243,Hodvábnica vtlačená,8,10,0,3
244,Hodvábnica vypínavá,8,10,0,3
245,Hodvábnica väčšia,4,6,0,3
246,Hodvábnica včasná,3,6,0,3
247,Hodvábnica zelenohlúbiková,6,9,0,3
248,Hodvábnica štítovitá,6,11,0,3
249,Hodvábnica šúrová,8,10,0,3
250,Holohlavec,9,11,0,3
251,Holohlavec končistý,6,11,0,3
252,Holohlavec koreňujúci,8,10,0,3
253,Holohlavec modrejúci,9,12,0,3
254,Holohlavec vločkatý,6,10,0,3
255,Holohlavec výkalový,9,11,0,3
256,Holohlavec český,1,12,0,3
257,Holohlávka otavová,5,10,0,3
258,Holvaja lipová,1,12,0,3
259,Hrboľnačka,8,10,0,3
260,Hrboľnačka černastá,8,10,0,3
261,Hrobnička,6,11,0,3
262,Hrobnička piesočná,6,11,0,3
263,Hrubatka žltnúca,5,7,0,3
264,Hrudka krehká,5,10,0,3
265,Hríb brezový,8,10,1,3
266,Hríb bronzový,5,10,1,3
267,Hríb dubový,5,11,1,3
268,Hríb dupainov,8,10,0,3
269,Hríb frostov,7,9,0,3
270,Hríb hnedofialový,6,8,0,3
271,Hríb horký,7,10,0,3
272,Hríb hrabový,6,11,1,3
273,Hríb jamkatý,6,9,0,3
274,Hríb kaukazský,5,10,0,3
275,Hríb kluzákov,7,9,0,3
276,Hríb kráľovský,6,9,0,3
277,Hríb le galovej,8,9,0,3
278,Hríb medený,7,9,0,3
279,Hríb modrejúci,5,10,0,3
280,Hríb nádherný,7,9,0,3
281,Hríb olivovožltý,7,9,0,3
282,Hríb plavý,6,10,0,3
283,Hríb príveskatý,6,10,0,3
284,Hríb purpurový,7,9,0,3
285,Hríb quéletov,5,10,0,3
286,Hríb quéletov červený,5,10,0,3
287,Hríb satanský,6,9,0,3
288,Hríb siný,5,10,1,3
289,Hríb sivoružový,6,10,0,3
290,Hríb smrekový,8,11,1,3
291,Hríb smrekový kyjakovitý,6,11,1,3
292,Hríb sosnový,5,11,1,3
293,Hríb striebristý,6,9,0,3
294,Hríb vlčí,6,9,0,3
295,Hríb voňavý,6,9,0,3
296,Hríb vínovočervený,6,9,0,3
297,Hríb zavalitý,7,9,0,3
298,Hríb zrnitohlúbikový,6,11,1,3
299,Hríb červený,6,10,0,3
300,Hríb špinavoružový,7,8,0,3
301,Hríb šumavský,6,9,0,3
302,Hríb žltý,7,10,0,3
303,Hríbnik gaštanovohnedý,6,11,0,3
304,Hríbnik modrejúci,6,11,1,3
305,Hríbovec dutohlúbikový,6,11,0,3
306,Hríbovník jelšový,7,10,0,3
307,Hubožer zelený,7,11,0,3
308,Hviezdovec vlahojavný,1,12,0,3
309,Hviezdovka dlhokrčková,8,11,0,3
310,Hviezdovka golierikovitá,7,11,0,3
311,Hviezdovka hnedá,8,11,0,3
312,Hviezdovka klenbová,7,9,0,3
313,Hviezdovka mechovitá,8,12,0,3
314,Hviezdovka pouzarova,2,6,0,3
315,Hviezdovka schmidelova,9,11,0,3
316,Hviezdovka stepná,8,12,0,3
317,Hviezdovka strapkatá,6,11,0,3
318,Hviezdovka tmavá,7,12,0,3
319,Hviezdovka trojitá,7,10,0,3
320,Hviezdovka červenkastá,7,11,0,3
321,Hviezdovka štvorcípová,8,11,0,3
322,Hyalorbilia fusispora,1,12,0,3
323,Hyalorbilia helicospora,1,12,0,3
324,Hyalorbilia inflatula,1,12,0,3
325,Hyalorbilia juliae,1,12,0,3
326,Hyalorbilia subfusispora,1,12,0,3
327,Hyalorbilia tortuosa,1,12,0,3
328,Hyfodoncia lužná,1,12,0,3
329,Hyfodoncia nešporova,1,12,0,3
330,Hypochnela fialová,2,11,0,3
331,Hysterographium flexuosum,1,12,0,3
332,Húževnatec chlpatý,6,11,0,3
333,Húževnatec jedlý,1,12,0,3
334,Húževnatec pohárovitý,5,10,0,3
335,Húževnatec pritlačený,1,12,0,3
336,Húževnatec tigrovaný,2,11,0,3
337,Húževnatec topoľový,5,11,0,3
338,Húževnatec škľabkovitý,7,11,0,3
339,Húževnatec šupinatý,3,6,0,3
340,Húževnatček ulitovitý,7,10,0,3
341,Hľuza bulliardova,6,12,0,3
342,Hľuza piesočná,6,11,0,3
343,Hľuznatka,3,4,0,3
344,Hľuznatka obyčajná,3,5,0,3
345,Hľuznatka veternicová,3,5,0,3
346,Hľuzovka,1,12,0,3
347,Hľuzovka belavá,10,12,1,3
348,Hľuzovka borchiova,1,12,1,3
349,Hľuzovka letná,6,8,0,3
350,Hľuzovka čierna,1,12,1,3
351,Ihlohubka voňavá,6,11,0,3
352,Jafnea,9,10,0,3
353,Jahodník sasankovitý,5,9,0,3
354,Jahňadka,2,4,0,3
355,Jahňadka obyčajná,2,4,0,3
356,Jahňadka smreková,3,4,0,3
357,Jazýček,8,11,0,3
358,Jazýček šupinkatý,9,11,0,3
359,Jelenica pukavá,1,12,0,3
360,Jelenka poprehýbaná,7,11,1,3
361,Jelenka ryšavá,7,11,0,3
362,Jelenkovec fialovomäsový,7,9,0,3
363,Jelenkovec horký,9,11,0,3
364,Jelenkovec sivofialový,9,10,0,3
365,Jelenkovec čučoriedkový,7,9,0,3
366,Jelenkovec škridlicovitý,8,11,0,3
367,Jelenkovka hrdzavohnedá,8,10,0,3
368,Jelenkovka modrastá,7,11,0,3
369,Jelenkovka oranžová,7,10,0,3
370,Jelenkovka pálčivá,9,11,0,3
371,Jelenkovka pásikavá,9,10,0,3
372,Jelenkovka voňavá,6,10,0,3
373,Kalichovka,5,11,0,3
374,Kalichovka drevná,5,9,0,3
375,Kalichovka fialovoružová,5,10,0,3
376,Kalichovka matná,7,10,0,3
377,Kalichovka oranžová,5,10,0,3
378,Kalichovka vrúbkovaná,3,10,0,3
379,Kalichovka zlatolupeňová,7,10,0,3
380,Kalichovnica horká,6,11,0,3
381,Kališnica žltkastolupeňová,5,7,0,3
382,Kališník hnedooranžový,6,11,0,3
383,Kalorka žihľavová,4,8,0,3
384,Kapucňovec drobnovýtrusný,7,10,0,3
385,Kapucňovec mliečny,6,11,0,3
386,Kapucňovec polguľovitý,7,10,0,3
387,Kapucňovec vlhkomilný,4,10,0,3
388,Kapucňovec útly,6,9,0,3
389,Kapucňovec žltoprsteňový,9,11,0,3
390,Kapucňovka jednofarebná,6,11,0,3
391,Kapucňovka močiarna,5,9,0,3
392,Kapucňovka múčna,6,11,0,3
393,Katinelka olivová,6,10,0,3
394,Klanolupeňovka obyčajná,1,12,0,3
395,Klanopórovka zriedkavá,1,12,0,3
396,Klincovka slizká,9,11,0,3
397,Kolpóma smreková,4,5,0,3
398,Komôrkovka michaelova,5,10,0,3
399,Komôrkovka podvojná,6,9,0,3
400,Komôrovka tulasneova,6,10,0,3
401,Konfertícium bledé,6,11,0,3
402,Konfertícium okrové,6,11,0,3
403,Konárovka ametystová,7,10,0,3
404,Konárovka hrebenitá,6,12,0,3
405,Konárovka popolavá,8,11,0,3
406,Koralovec bukový,10,11,0,3
407,Koralovec jedľový,8,11,0,3
408,Koralovec trúdnikovitý,8,11,0,3
409,Koreňovec,6,10,0,3
410,Koreňovica škoricovohnedá,7,9,0,3
411,Koreňovka,1,12,0,3
412,Koreňovka vrstevnatá,1,12,0,3
413,Korkovec zrastený,8,10,0,3
414,Korkovec čiaškovitý,8,11,0,3
415,Korkovec čierny,9,11,0,3
416,Korkovka pleťová,7,10,0,3
417,Kornatka mäsovočervená,1,12,0,3
418,Kosťovka zrastavá,7,11,0,3
419,Kotlabaea delectans,7,9,0,3
420,Kozák,8,10,0,3
421,Kozák belostný,6,10,1,3
422,Kozák biely,7,10,0,3
423,Kozák brezový,6,11,1,3
424,Kozák dubový,6,10,1,3
425,Kozák hnedý,6,9,1,3
426,Kozák hrabový,6,10,1,3
427,Kozák osikový,6,11,1,3
428,Kozák osikový hnedý,6,10,1,3
429,Kozák rozličnofarebný,6,11,1,3
430,Kozák sivohnedý,7,10,0,3
431,Kozák sivozelený,6,10,1,3
432,Kozák smrekový,6,11,1,3
433,Kozák sosnový,7,11,1,3
434,Kozák topoľový,8,10,1,3
435,Kozák červenejúci,7,10,1,3
436,Kozák čierny,7,10,1,3
437,Kozák škoricovohnedý,8,10,1,3
438,Kozák žltooranžový,6,11,1,3
439,Kozák žltopórový,6,9,1,3
440,Kožnačka hrdzavohnedá,1,12,0,3
441,Kožovka bledá,1,12,0,3
442,Kožovka ružovkastá,3,11,0,3
443,Kožovnička zúbkatá,3,11,0,3
444,Kožovník pásikavý,1,12,0,3
445,Kožovník škoricovohnedý,8,10,0,3
446,Kristínia povrazcová,7,11,0,3
447,Kruhovka,5,12,0,3
448,Krásnopórovec kozí,7,10,0,3
449,Krásnopórovec ovčí,5,10,0,3
450,Krásnopórovec zelenohnedý,8,11,0,3
451,Kráterokrčka čerešňová,3,11,0,3
452,Kráterovček brvitý,3,11,0,3
453,Krútilôčka štetinkatá,5,9,0,3
454,Kuriatko jedlé,5,11,1,3
455,Kuriatko lievikovité,8,12,1,3
456,Kuriatko sivé,8,10,0,3
457,Kuriatko žltohnedé,8,11,1,3
458,Kučierka veľká,8,10,1,3
459,Kvapka,1,12,0,3
460,Kvapka drobivková,1,12,0,3
461,Kvapka machová štvorvýtrusná,8,11,0,3
462,Kvapka múrová,1,12,0,3
463,Kvapka prútniková štvorvýtrusná,1,12,0,3
464,Kvapka wrightova,1,12,0,3
465,Kvapka zimná,2,3,0,3
466,Kvapka žltkavá,9,12,0,3
467,Kvapka žltkavá štvorvýtrusná,1,12,0,3
468,Kyjak obrovský,8,11,0,3
469,Kyjačik jazykovitý,9,10,0,3
470,Kyjačik lámavý,9,11,0,3
471,Kyjačik zadymený,9,10,0,3
472,Kyjovec tmavnúci,8,11,0,3
473,Kyjovka rúrkovitá,9,11,0,3
474,Kôrnatec,1,12,0,3
475,Kôrnatec krémový,3,12,0,3
476,Kôrnatec páperistý,3,12,0,3
477,Kôrnatka trávna,4,9,0,3
478,Lachnetka biela,1,12,0,3
479,Lachnetka nahnedlá,3,5,0,3
480,Lajnovec,5,11,0,3
481,Lajnovec dennisov,4,7,0,3
482,Lajnovec červený,4,9,0,3
483,Lakovka ametystová,7,11,0,3
484,Lakovka obyčajná,6,11,0,3
485,Lakovka veľká,7,11,0,3
486,Lalokovec hviezdovitý,5,11,0,3
487,Lastúrka lužná,6,10,0,3
488,Lastúrka modrastosivá,6,10,0,3
489,Lastúrka sivá,4,11,0,3
490,Lastúrnik chlpatý,1,12,0,3
491,Lesklokôrovka obyčajná,5,10,0,3
492,Lesklokôrovka pfeifferova,1,12,0,3
493,Lesklokôrovka plochá,1,12,0,3
494,Lesklospórka,1,12,0,3
495,Lesklospórka bradavičkatá,10,12,0,3
496,Lesklospórka krúžkovaná,10,11,0,3
497,Lesklospórka ostnatovýtrusná,6,10,0,3
498,Lesklospórka seaverova,1,12,0,3
499,Lesklospórka skrútencová,1,12,0,3
500,Lievik trúbkovitý,8,11,1,3
501,Lievikovec kyjakovitý,8,10,0,3
502,Lilapila jurana,1,12,0,3
503,Lindtnerovka povrázkatá,7,11,0,3
504,Lofária tmavá,1,12,0,3
505,Lojovka modrosivá,8,10,0,3
506,Lopatička žltkastá,6,10,0,3
507,Lopatovka obyčajná,1,12,0,3
508,Lupeňopórovec hnedožltý,6,10,0,3
509,Lupeňopórovec červenožltý,7,10,0,3
510,Lupeňovka brezová,1,12,0,3
511,Láziochlena obyčajná,8,11,0,3
512,Líška hrdzavá,8,10,0,3
513,Líška oranžová,9,11,0,3
514,Líška veľkovýtrusná,7,10,0,3
515,Lúpavka obličková,6,9,0,3
516,Lúpavka vápencová,6,9,0,3
517,Lúčnica,6,11,0,3
518,Lúčnica blednúca,8,11,0,3
519,Lúčnica bradavkatá,7,11,0,3
520,Lúčnica citrónovožltá,5,11,0,3
521,Lúčnica citrónovožltá oranžová,8,11,0,3
522,Lúčnica colemannova,9,11,0,3
523,Lúčnica granátovočervená,8,12,0,3
524,Lúčnica hlienistá,6,10,0,3
525,Lúčnica hlienistá červená,6,10,0,3
526,Lúčnica hnednúca,8,11,0,3
527,Lúčnica hnedofialová,9,11,0,3
528,Lúčnica hnedožltá,7,10,0,3
529,Lúčnica hnedožltá bielolupenná,7,10,0,3
530,Lúčnica horká,8,11,0,3
531,Lúčnica hrotitá,6,11,0,3
532,Lúčnica hrotitá konradova,8,11,0,3
533,Lúčnica juchtová,9,11,0,3
534,Lúčnica klzká,8,11,0,3
535,Lúčnica krvavá,8,11,0,3
536,Lúčnica kráľovská,1,12,0,3
537,Lúčnica kuriatkovitá,6,11,0,3
538,Lúčnica kužeľovitá,5,11,0,3
539,Lúčnica kužeľovitá pieskomilná,8,11,0,3
540,Lúčnica liadková,8,11,0,3
541,Lúčnica lúhová,7,10,0,3
542,Lúčnica mokraďová,6,10,0,3
543,Lúčnica nádherná,9,11,0,3
544,Lúčnica ohnivá,7,10,0,3
545,Lúčnica oranžová,8,10,0,3
546,Lúčnica ovčia,7,10,0,3
547,Lúčnica páchnuca,8,11,0,3
548,Lúčnica reidova,7,11,0,3
549,Lúčnica ružovočervená,8,10,0,3
550,Lúčnica sivohnedá,7,10,0,3
551,Lúčnica sliznatá,8,11,0,3
552,Lúčnica sliznatá žltá,8,11,0,3
553,Lúčnica snehobiela,8,12,0,3
554,Lúčnica snehobiela bledookrová,9,11,0,3
555,Lúčnica snehobiela hnedastá,9,11,0,3
556,Lúčnica statná,8,12,0,3
557,Lúčnica statná bledá,8,11,0,3
558,Lúčnica sírovožltá,7,10,0,3
559,Lúčnica tehlová,7,11,0,3
560,Lúčnica vosková,8,11,0,3
561,Lúčnica vápnomilná,7,11,0,3
562,Lúčnica výstredná,9,11,0,3
563,Lúčnica zaškrtenovýtrusná,8,11,0,3
564,Lúčnica zrnitá,7,9,0,3
